datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
12.07.2021,"-2 080,20 CZK",Bezhotovostní platba,,,NA,2,2500,2500-M. Ziegler - PHM
12.07.2021,"-440,00 CZK",Bezhotovostní platba,,,308,42,2700,2700-Kultura Mimoň -výlep plakátů
09.07.2021,"-12 203,00 CZK",Bezhotovostní platba,,,558,82113939,1114,"1114-Biofilms rental, s.r.o. - záloha na pronájem techniky"
09.07.2021,"-4 000,00 CZK",Platba převodem uvnitř banky,,,308,20210015,1114,1114-Mgr. Filip Kocián - služby
09.07.2021,"-962 654,51 CZK",Bezhotovostní platba,,,308,5190558251,1114,"1114-Česká pošta, s.p. - distribuce"
09.07.2021,"-280,00 CZK",Bezhotovostní platba,,,NA,3430000238,3100,3100-Město Zábřeh - zábor
09.07.2021,"-28,00 CZK",Bezhotovostní platba,,,NA,970,3100,3100-Obec Moravičany - zábor
09.07.2021,"-10 834,34 CZK",Platba převodem uvnitř banky,,,308,20210510,2900,"2900-R36.cz, s.r.o. - magnetky"
07.07.2021,"-1 939,70 CZK",Okamžitá odchozí platba,,,0,20210629,3400,"3400-Josef Herbych, PHM"
07.07.2021,"-12 000,00 CZK",Okamžitá odchozí platba,,,0,29121974,2600,"2600-Mudriková Drahuše, fotografování kandidátů"
07.07.2021,"-3 602,00 CZK",Bezhotovostní platba,,,0,9062021,3100,"3100-Navrátilová Jana, PHM"
07.07.2021,"-999,99 CZK",Bezhotovostní platba,,,308,2180000010,3100,"3100-RK Invest s.ro., občerstvení"
07.07.2021,"-16 799,64 CZK",Bezhotovostní platba,,,308,211144,3100,"3100-KON - KYS s.r.o., bannery"
07.07.2021,"-10 648,00 CZK",Bezhotovostní platba,,,308,211143,3100,"3100-KON - KYS s.r.o., sada poutačů"
07.07.2021,"-3 630,00 CZK",Bezhotovostní platba,,,308,211142,3100,"3100-KON - KYS s.r.o., sada plachet"
07.07.2021,"-986,69 CZK",Bezhotovostní platba,,,308,218011,1114,"1114-Eduvino s.r.o., JMK-reklama na FBC"
07.07.2021,"-12 100,00 CZK",Bezhotovostní platba,,,308,20210009,1114,"1114-Tomáš Koucký , kameramanské práce"
07.07.2021,"-21 780,00 CZK",Bezhotovostní platba,,,308,2021000513,1114,"1114-Toman & Partneři s.r.o., právní služby"
07.07.2021,"-23 461,90 CZK",Bezhotovostní platba,,,308,401210926,1114,"1114-Svoboda Press , volební noviny"
07.07.2021,"-342 293,92 CZK",Bezhotovostní platba,,,308,210040,1114,"1114-Adved s.r.o., reklama na FBC"
07.07.2021,"1 500 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
02.07.2021,"-165 165,00 CZK",Bezhotovostní platba,,,308,210100057,1114,"1114-Dream PRO s.r.o., propagační předměty"
02.07.2021,"-150 040,00 CZK",Bezhotovostní platba,,,308,2101008,1114,"1114-Daylight films s.r.o. , TV spoty SPOLU"
02.07.2021,"-13 750,00 CZK",Okamžitá odchozí platba,,,308,20211036,3400,"3400-Lukáš Vrábel , focení kandidátů SPOLU"
30.06.2021,"-100,00 CZK",Okamžitá odchozí platba,,,379,1311131750,2400,2400-Statutární město Plzeň - zábory stánek
30.06.2021,"-1 952,94 CZK",Platba převodem uvnitř banky,,,308,20210509,2900,"2900-R36.cz s.r.o., plachta s oky"
30.06.2021,"-30 000,00 CZK",Bezhotovostní platba,,,308,20210022,3100,"3100-Lukáš Uchytil , grafika, focení , videa"
30.06.2021,"-10 000,00 CZK",Bezhotovostní platba,,,308,20210005,3100,"3100-Lukáš Navara, focení kandidátů"
30.06.2021,"-1 000,00 CZK",Platba převodem uvnitř banky,,,308,121069,3000,"3000-Kulturní centrum Bílovec, inzerce"
30.06.2021,"-2 045,80 CZK",Bezhotovostní platba,,,0,741016,3000,"3000-Jan Kuchař, nákup PHM"
30.06.2021,"-2 062,88 CZK",Bezhotovostní platba,,,0,741016,3000,"3000-Jan Kuchař, nákup PHM"
30.06.2021,"-500,00 CZK",Bezhotovostní platba,,,379,1479900147,2400,2400-Statutární město Plzeň - zábory stojny
30.06.2021,"-500,00 CZK",Bezhotovostní platba,,,379,1311131750,2400,2400-Statutární město Plzeň - zábory stojny
29.06.2021,"-151 250,00 CZK",Platba převodem uvnitř banky,,,308,521,1114,"1114-JG servis , J. Galuška, marketing, konzultace kampaň SPOLU"
29.06.2021,"-150 000,00 CZK",Bezhotovostní platba,,,308,20210,1114,"1114-Michal Kupilík , grafické práce VS 202111"
29.06.2021,"-200 000,00 CZK",Bezhotovostní platba,,,558,2210004,1114,"1114-Quo -SB s.r.o., reklama na FBC"
28.06.2021,"-114 326,00 CZK",Bezhotovostní platba,,,308,2121009361,2700,"2700-MAFRA a.s., tištěná inzerce"
28.06.2021,"-586 553,55 CZK",Bezhotovostní platba,,,308,21077,1114,"1114-Ydeal s.r.o., reklama-sociální sítě"
28.06.2021,"460 000,00 CZK",Bezhotovostní příjem,TOP 09,"TOP 09, Opletalova 57, 11000 Praha1, vklad na společnou koaliční volební kampaň PSP",0,71339728,NA,TOP 09
25.06.2021,"-577 170,00 CZK",Bezhotovostní platba,,,308,21001453,1114,"1114-IPSOS s.r.o., volební výzkumy"
25.06.2021,"-47 190,00 CZK",Okamžitá odchozí platba,,,308,210100021,2100,"2100-Pravoslav Racek , propagace na rekl. obrazovkách"
24.06.2021,"-3 472,80 CZK",Okamžitá odchozí platba,,,378,9062021,3100,"3100 - Navrátilová Jana, PHM"
24.06.2021,"-1 859,20 CZK",Bezhotovostní platba,,,0,20210621,3400,"3400- Josef Herbych, PHM"
24.06.2021,"-1 847,90 CZK",Bezhotovostní platba,,,0,20210610,3400,"3400- Josef Herbych, PHM"
24.06.2021,"-5 228,00 CZK",Bezhotovostní platba,,,308,2210523,3400,"3400-JIPRINT s.r.o., tisk kartiček"
24.06.2021,"3 368,64 CZK",Platba převodem uvnitř banky,"R36.cz, s.r.o.",vrácení platby - přišla 2x (21.4. a znovu 7.5.),NA,20210502,NA,vrácení platby - přišla 2x (21.4. a znovu 7.5.)
23.06.2021,"-85 000,00 CZK",Bezhotovostní platba,,,308,20210011,1114,"1114-Jiří Štefek, mediální služby - vol. noviny"
23.06.2021,"-50 000,00 CZK",Bezhotovostní platba,,,308,202105,1114,"1114-Pavel Kabelík, mediální služby - vol. noviny"
23.06.2021,"-30 000,00 CZK",Bezhotovostní platba,,,308,300009,1114,"1114-Pavel Cajthaml, mediální služby - vol. noviny"
23.06.2021,"-60 000,00 CZK",Okamžitá odchozí platba,,"1114-JHS MediaGroup s.r.o., plošná inzerce 5-2021",308,20210051,1114,"1114-JHS MediaGroup s.r.o., plošná inzerce 5-2021"
23.06.2021,"-6 300,00 CZK",Bezhotovostní platba,,,308,202111,1114,"1114-Antoan Pepelanov, kameramanské práce"
23.06.2021,"-32 298,00 CZK",Bezhotovostní platba,,,308,120210271,1114,"1114-TOP SERVICE MANAGEMENT , reklamní kampaň FBC"
23.06.2021,"-197 434,00 CZK",Bezhotovostní platba,,,308,120210261,1114,"1114-TOP SERVICE MANAGEMENT , reklamní kampaň FBC"
23.06.2021,"-6 460,00 CZK",Okamžitá odchozí platba,,,308,10004,3300,"3300-KANADA s.r.o., focení kandidátů"
23.06.2021,"-300,00 CZK",Bezhotovostní platba,,,3558,202102,2400,"2400-Karina Eismanová , správní poplatek"
23.06.2021,"-42 350,00 CZK",Bezhotovostní platba,,,308,2117012314,2400,"2400-VLTAVA LABE MEDIA a.s., inzerce Deník"
23.06.2021,"-2 900,45 CZK",Bezhotovostní platba,,,308,2,2300,"2300-Marek Švadlena , focení kandidátů"
23.06.2021,"-15 000,00 CZK",Bezhotovostní platba,,,308,10621,2300,"2300-Pešek Jan, platba PHM"
23.06.2021,"-90,00 CZK",Okamžitá odchozí platba,,,558,134321001,3200,"3200-město Ivančice, zábor"
22.06.2021,"-5 158 060,60 CZK",Platba převodem uvnitř banky,,,308,20210025,1114,1114- BB reklamní kampaň
22.06.2021,"5 000 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1111-převod financí,NA,NA,NA,1114-převod financí
21.06.2021,"-3 303,86 CZK",Okamžitá odchozí platba,,,0,110621,2900,"2900-Hašková Kateřina, cestovné"
21.06.2021,"-8 600,00 CZK",Okamžitá odchozí platba,,,308,20210018,2700,"2700-Filip Nekola, hosting a kreativita web. stránky"
21.06.2021,"-22 500,00 CZK",Platba převodem uvnitř banky,,,308,20210015,3200,"3200-Jiří Sláma, focení kandidátů"
21.06.2021,"-3 570,00 CZK",Bezhotovostní platba,,,308,2110210,3200,"3200-Karel Jurka, výroba plakátů"
21.06.2021,"-100,00 CZK",Bezhotovostní platba,,,0,3153204929,2500,2500-Město Cheb. poplatek
21.06.2021,"-169,00 CZK",Bezhotovostní platba,,,0,2,2500,"2500-Tomáš Grosser, cestovné"
21.06.2021,"-2 050,50 CZK",Bezhotovostní platba,,,0,1,2500,"2500-Tomáš Grosser, cestovné"
18.06.2021,"-21 815,00 CZK",Okamžitá odchozí platba,,,558,441366365,1114,"1114-Alza .cz , záloha na propagační  předměty"
18.06.2021,"-25 000,00 CZK",Okamžitá odchozí platba,,,308,20210008,1114,"1114-Anna Shavit , konzultační činnost"
18.06.2021,"-22 000,00 CZK",Bezhotovostní platba,,,308,210100007,1114,"1114-Moravská Veselka z.s. , TV pořad"
18.06.2021,"-34 000,00 CZK",Bezhotovostní platba,,,308,202106003,1114,"1114-Commpanication communication , volební strategie"
16.06.2021,"-92 807,00 CZK",Okamžitá odchozí platba,,,308,210600021,3000,"3000-Leemon Concept, s.r.o., focení kandidátů"
15.06.2021,"-65 000,00 CZK",Okamžitá odchozí platba,,,308,21016,1114,"1114- Petr Kožušník, výroba spotu"
14.06.2021,"-3 025,00 CZK",Okamžitá odchozí platba,,,308,21029,2100,"2100-Martin Malý, fotodokumentace"
14.06.2021,"-21 590,00 CZK",Bezhotovostní platba,,,308,20210026,1114,"1114-Aleš Svoboda, kampaňová videa"
14.06.2021,"-28 800,00 CZK",Platba převodem uvnitř banky,,,308,202114,1114,"1114-Táňa Niklová Kynclová,grafické práce"
14.06.2021,"-26 000,00 CZK",Platba převodem uvnitř banky,,,308,20210021,1114,"1114-Vojtěch Pollák, kameramaské práce"
14.06.2021,"-21 800,00 CZK",Bezhotovostní platba,,,308,14,1114,"1114-Matěj Štěpán , videa pro volební kampaň"
11.06.2021,"-25 410,00 CZK",Platba převodem uvnitř banky,,,308,20210508,1114,"1114-R36.cz s.r.o., propagační materiál"
10.06.2021,"-10 070,00 CZK",Okamžitá odchozí platba,,,308,202106001,2900,"2900-Jan Ježdík , focení kandidátů"
09.06.2021,"-2 420,00 CZK",Bezhotovostní platba,,,308,210009,2600,"2600-přísp. organizace Městská kulturní, výlep plakátů"
09.06.2021,"-25 000,00 CZK",Platba převodem uvnitř banky,,,308,2021007,1114,"1114-BLUE HUB s.r.o., poradenství volby"
09.06.2021,"-39 000,00 CZK",Bezhotovostní platba,,,308,31052021,1114,"1114-Miloš Gregor, konzultace volby"
09.06.2021,"-74 000,00 CZK",Bezhotovostní platba,,,308,22021,1114,"1114-JAn Dlouhý, výlep plakátů"
08.06.2021,"-2 740,00 CZK",Okamžitá odchozí platba,,,558,202101,NA,"2400-Karina Eismanová, poplatky , PHM"
08.06.2021,"-12 000,00 CZK",Okamžitá odchozí platba,,,308,72021,2400,"2400-Josef Adlt, focení kandidátů"
08.06.2021,"-400,00 CZK",Bezhotovostní platba,,,308,62021,1114,"1114-Obec Luboměř, výlep plakátů"
08.06.2021,"-118 580,00 CZK",Bezhotovostní platba,,,308,2101005,1114,"1114-Daylight films s.r.o., projekt TV SPOLU"
07.06.2021,"-10 000,00 CZK",Okamžitá odchozí platba,,,308,1190000019,2100,"2100-Nemocnice Milosrdných sester sv. , srdíčka akce Petřín"
07.06.2021,"-68 700,00 CZK",Bezhotovostní platba,,,308,202119,1114,"1114-Monika Zahem , retuše fotografií"
07.06.2021,"-16 746,40 CZK",Bezhotovostní platba,,,308,2113575,1114,"1114-Typos , tisk. závody s.r.o., plakáty"
04.06.2021,"-67,00 CZK",Okamžitá odchozí platba,,,0,1022369,3200,"3200-RENGL s.r.o., výlep"
04.06.2021,"-8 820,90 CZK",Okamžitá odchozí platba,,,308,2210366,3400,"3400-JPRINT s.r.o., tisk letáků"
04.06.2021,"-318,00 CZK",Okamžitá odchozí platba,,,0,1022357,3200,"3200-RENGL s.r.o., výlep"
02.06.2021,"-7 986,00 CZK",Okamžitá odchozí platba,,,308,2021006,2500,"2500-Cavalletta s.r.o., focení kandidátů"
02.06.2021,"-1 000,00 CZK",Bezhotovostní platba,,,308,1421,3000,"3000-Radka Švejnohová , správa FBC"
02.06.2021,"-2 000,00 CZK",Bezhotovostní platba,,,308,20210006,3000,"3000-Dragon Boat Ostrava z.s., startovné Dračí lodě"
02.06.2021,"-6 000,00 CZK",Bezhotovostní platba,,,308,2100200019,3000,"3000-Mikroregion Slezská Harta, dračí lodě SPOLU"
01.06.2021,"-160 793,72 CZK",Bezhotovostní platba,,,308,210100041,1114,"1114-Dream PRO s.r.o., technické zajištění zahájení kampaně"
01.06.2021,"-92 930,42 CZK",Bezhotovostní platba,,,308,210100040,1114,"1114-Dream PRO s.r.o., promostolky"
01.06.2021,"-79 460,70 CZK",Bezhotovostní platba,,,308,210100039,1114,"1114-Dream PRO s.r.o., propagační předměty"
01.06.2021,"-131 602,63 CZK",Bezhotovostní platba,,,308,210100038,1114,"1114-Dream PRO s.r.o., propagační předměty"
01.06.2021,"-168 611,08 CZK",Bezhotovostní platba,,,308,210100037,1114,"1114-Dream PRO s.r.o., propagační předměty"
01.06.2021,"-25 000,00 CZK",Platba převodem uvnitř banky,,,308,2021005,1114,1114-BLUE HUB s.r.o. poradenství
01.06.2021,"-9 075,00 CZK",Bezhotovostní platba,,,308,20210034,1114,"1114-Monster Media s.r.o., příprava webu"
01.06.2021,"-55 062,00 CZK",Bezhotovostní platba,,,308,200213131,1114,"1114-Sonnentor s.r.o. , reklamní čaje"
01.06.2021,"-20 000,00 CZK",Platba převodem uvnitř banky,,,308,122021,1114,"1114-Zuzana Bönisch, fotografické práce"
01.06.2021,"-3 622,50 CZK",Bezhotovostní platba,,,308,200213132,1114,"1114-Sonnentor s.r.o. , reklamní čaje"
31.05.2021,"-5 808 000,00 CZK",Platba převodem uvnitř banky,,,558,20211003,1114,"1114-Nordeko a.s., reklamní BB kampaň"
28.05.2021,"-3 209,00 CZK",Okamžitá odchozí platba,,,308,20210015,2100,"2100-Eva Šťástková, květiny Petřín"
28.05.2021,"-150 000,00 CZK",Bezhotovostní platba,,,308,20210029,1114,"1114-PACEK s.r.o., technické zab. zahájení kampaně Brno"
28.05.2021,"-15 016,10 CZK",Bezhotovostní platba,,,308,62321,1114,"1114-Graf print s.r.o., rollupy"
25.05.2021,"-935 717,20 CZK",Bezhotovostní platba,,,308,21052,1114,"1114-Ydeal s.r.o., youtube, DV360 GDN banners"
25.05.2021,"-2 068,60 CZK",Okamžitá odchozí platba,,,0,210521,2600,"2600-Renata Svatošová , cestovné"
25.05.2021,"-1 162,60 CZK",Okamžitá odchozí platba,,,308,1,2300,"2300-Jan pešek , cestovné"
25.05.2021,"-48 026,04 CZK",Bezhotovostní platba,,,308,1210162,1114,"1114-Quo - SB s.r.o., reklama na FBC"
25.05.2021,"-75 383,00 CZK",Bezhotovostní platba,,,308,202131,1114,"1114-BAR production CZ s.r.o., odznaky SPOLU"
25.05.2021,"-59 125,50 CZK",Bezhotovostní platba,,,308,221016,1114,"1114-ABSOLUTE COMPANY s.r.o., propagační materiál"
24.05.2021,"-314 600,00 CZK",Bezhotovostní platba,,,308,2021035,1114,"1114-Ondřej Pýcha, fotografické služby"
21.05.2021,"-36 300,00 CZK",Okamžitá odchozí platba,,,308,21000025,2100,"2100-Mady Desing s.r.o., akce Petřín"
21.05.2021,"-29 040,00 CZK",Bezhotovostní platba,,,308,672110306,1114,"1114-Česká tisková kancelář, PROTEXT video"
21.05.2021,"-42 713,00 CZK",Bezhotovostní platba,,,308,20210028,1114,"1114-PACEK s.r.o., technické zabezpečení -představení kandidátky Praha"
19.05.2021,"-27 400,00 CZK",Bezhotovostní platba,,,308,421,1114,"1114-Lenka Matoušová, volební klip SPOLU"
19.05.2021,"-312 500,00 CZK",Bezhotovostní platba,,,308,321,1114,"1114-Lenka Matoušová, volební spoty SPOLU"
19.05.2021,"-919,00 CZK",Bezhotovostní platba,,,308,2100200256,1114,"1114-Kostka Krásná Lípa, výlep plakátů"
19.05.2021,"-57 300,00 CZK",Bezhotovostní platba,,,308,21006,1114,1114-Petra Vokjan. postprodukce fotografie
19.05.2021,"-2 420,00 CZK",Bezhotovostní platba,,,308,2021000372,1114,"1114-TOMAN & PARTNEŘi s.r.o., právní služby"
19.05.2021,"-21 500,00 CZK",Bezhotovostní platba,,,308,202105004,1114,"1114-Commpanions communication , volení konzultace"
18.05.2021,"-1 057,00 CZK",Bezhotovostní platba,,,308,624,2300,"2300-Iveta Uhlíková , cestovné"
18.05.2021,"-719,00 CZK",Bezhotovostní platba,,,308,622,2300,"2300-Karel Šerák , cestovné"
17.05.2021,"-36 300,00 CZK",Okamžitá odchozí platba,,,308,20210027,2100,"2100-Pacek s.r.o., technické zajištění akce"
17.05.2021,"-319 783,64 CZK",Platba převodem uvnitř banky,,,558,2021050103,1114,"1114-R36.cz s.r.o., reklamní plachty , vazací pásky"
17.05.2021,"-428 106,00 CZK",Bezhotovostní platba,,,308,210032,1114,1114-Adved s.r.o. reklama na FBC
14.05.2021,"-12 600,70 CZK",Bezhotovostní platba,,,308,210300034,1114,"1114-Katolický týdeník s.r.o., plošný inzerát"
14.05.2021,"-17 000,00 CZK",Bezhotovostní platba,,,308,210100002,1114,"1114-Moravská Veselka z.s., TV pořad"
14.05.2021,"-25 000,00 CZK",Bezhotovostní platba,,,308,20210007,1114,"1114-Anna Shavit , konzultační činnost"
14.05.2021,"-22 220,00 CZK",Bezhotovostní platba,,,308,20210014,1114,"1114-Aleš Svoboda, kampaňová videa"
14.05.2021,"-24 664,75 CZK",Bezhotovostní platba,,,308,210100135,1114,"1114-Roggi s.r.o., bonbóny SPOLU"
14.05.2021,"-1 000,00 CZK",Okamžitá odchozí platba,,,308,1121,3000,"3000-Radka Švejnohová,správa FBC"
14.05.2021,"-2 770,00 CZK",Okamžitá odchozí platba,,,308,1062802613,3200,"3200-Úřad městské části Brno, poplatek za užívání prostranství"
12.05.2021,"-4 500,00 CZK",Bezhotovostní platba,,,308,2100,2100,"2100-jiří Litera , plyn do balónků"
12.05.2021,"-2 849,00 CZK",Bezhotovostní platba,,,308,2021009,2100,"2100-Tisknu24.cz sro, balonky"
10.05.2021,"5 000 000,00 CZK",Bezhotovostní příjem,TOP 09,"TOP 09, Opletalova 57, 11000 Praha1, vklad na společnou koaliční volební kampaň PSP",0,71339728,NA,TOP 09
10.05.2021,"3 010 000,00 CZK",Platba převodem uvnitř banky,KDU-ČSL,vklad do kampaně - kandidáti KDU - ČSL,558,442704,NA,vklad do kampaně - kandidáti KDU - ČSL
10.05.2021,"5 000 000,00 CZK",Platba převodem uvnitř banky,KDU-ČSL,vklad do kampaně KDU-ČSL,558,442704,NA,vklad do kampaně KDU-ČSL
10.05.2021,"-19 965,00 CZK",Okamžitá odchozí platba,,,308,122021,2700,"2700-Radek Petrášek, focení kandidátů"
10.05.2021,"20 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
10.05.2021,"-299 959,00 CZK",Bezhotovostní platba,,,558,2210001,1114,"1114-Agentura PS s.r.o., inzerce"
10.05.2021,"-9 196,00 CZK",Bezhotovostní platba,,,308,912021,1114,"1114-Robert Remiš, propagační materiál"
10.05.2021,"-399 300,00 CZK",Platba převodem uvnitř banky,,,308,1321,1114,"1114-Dcode creative s.r.o., kampaň  ""MÁM HLAS"""
10.05.2021,"-30 000,00 CZK",Bezhotovostní platba,,,308,30042021,1114,"1114-Miloš Gregor , volební konzultace"
10.05.2021,"-113 409,28 CZK",Bezhotovostní platba,,,308,210023,1114,"1114-Adved s.r.o., reklama na FBC"
10.05.2021,"850 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
07.05.2021,"-3 368,64 CZK",Platba převodem uvnitř banky,,,308,20210502,1114,"1114-R36.cz s.r.o., doprava prop. materiálů"
05.05.2021,"-242 000,00 CZK",Bezhotovostní platba,,,558,2210003,1114,"1114-Quo -SB s.r.o., reklama na FBC"
05.05.2021,"240 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
04.05.2021,"-54 450,00 CZK",Bezhotovostní platba,,,308,20210017,1114,"1114-Inna Babicka, pronájem fotostudia"
04.05.2021,"-49 999,00 CZK",Platba převodem uvnitř banky,,,308,1121,1114,"1114-Dcode creative s.r.o., příprava a programování webu"
04.05.2021,"-63 900,00 CZK",Bezhotovostní platba,,,308,9,1114,"1114-Matěj Štěpán, videa pro volební kampaň"
04.05.2021,"-18 029,00 CZK",Bezhotovostní platba,,,308,210101234,1114,"1114-Studio 66 & Partners s.r.o., polep auta"
04.05.2021,"-8 000,00 CZK",Platba převodem uvnitř banky,,,308,82021,1114,"1114-Zuzana Bönisch, fotografické práce"
04.05.2021,"200 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
04.05.2021,"-121 000,00 CZK",Bezhotovostní platba,,,308,2101003,1114,"1114-Daylight films s.r.o., projekt TV SPOLU"
04.05.2021,"120 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
03.05.2021,"-100,00 CZK",Okamžitá odchozí platba,,,308,1260000677,NA,"3200-Úřad městské části Brno město, zábor"
30.04.2021,"-217 800,00 CZK",Platba převodem uvnitř banky,,,308,20210015,1114,"1114-Nordeko a.s., reklamní kampaň- LCD"
30.04.2021,"-45 000,00 CZK",Bezhotovostní platba,,,308,1,1114,"1114-Jan Řežábek , koalice - online služby"
30.04.2021,"260 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
27.04.2021,"-190 000,00 CZK",Bezhotovostní platba,,,308,221,NA,"1114-Matoušová Lenka, volební spoty"
27.04.2021,"190 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
27.04.2021,"-30 350,00 CZK",Bezhotovostní platba,,,308,120210195,1114,"1114-TOP SERVICE MANAGEMENt , školení pro kandidáty"
27.04.2021,"-14 846,70 CZK",Bezhotovostní platba,,,308,44721,1114,"1114-Graf Print s.r.o., rollapy, samolepky"
27.04.2021,"-43 492,00 CZK",Bezhotovostní platba,,,308,20210013,1114,1114-Aleš Svoboda - videa -kampaň
27.04.2021,"-57 112,00 CZK",Bezhotovostní platba,,,308,20210022,1114,"1114-PACEK s,r,o,, zajištění videostreamu"
27.04.2021,"-18 150,00 CZK",Bezhotovostní platba,,,308,20210161,1114,"1114-Smart iD s.r.o., pronájem konf. sálu"
27.04.2021,"160 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
23.04.2021,"-509 876,00 CZK",Platba převodem uvnitř banky,,,558,2021050102,1114,"1114-R36.cz s.ro., propagační předměty"
23.04.2021,"500 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
23.04.2021,"-128 478,00 CZK",Bezhotovostní platba,,,558,220210002,1114,"1114-Sonnentror s.r.o., reklamní předměty"
23.04.2021,"-10 000,00 CZK",Bezhotovostní platba,,,308,20210036,1114,"1114-Filip Čermák, produkce focení"
23.04.2021,"140 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
21.04.2021,"-3 368,64 CZK",Platba převodem uvnitř banky,,,558,20210502,1114,"1114-R36.cz s.r.op., doprava plachet"
21.04.2021,"-25 000,00 CZK",Platba převodem uvnitř banky,,,308,2021003,1114,"1114-BLUE HUB s.r.o., poradenství"
21.04.2021,"30 000,00 CZK",Platba převodem uvnitř banky,Občanská demokratická strana,1114-převod financí,NA,NA,NA,1114-převod financí
20.04.2021,"-3 540,00 CZK",Okamžitá odchozí platba,,,3418,9500229091,2100,"2100-Městská část Praha 1, poplatek za užívání veř. prostranství"
20.04.2021,"-25 000,00 CZK",Bezhotovostní platba,,,308,20210006,1114,"1114-Mgr. Anna Shavit, konzultační činnost"
20.04.2021,"-6 000,00 CZK",Platba převodem uvnitř banky,,,308,20210036,1114,"1114-Monte -Video , s.r.o., pronájem"
20.04.2021,"-2 420,00 CZK",Bezhotovostní platba,,,308,2021000249,1114,"1114-TOMAN & PARTNEŘi s.r.o., právní služby"
