datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
13.07.2021,"-20 201,87 CZK",Karetní transakce,,"Nákup: FACEBK *ZUAXS5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  20201.87 CZK",NA,6981,NA,"Nákup: FACEBK *ZUAXS5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  20201.87 CZK"
13.07.2021,"181 681,50 CZK",Bezhotovostní příjem,CLEARING SUSPENSE,Neexistující účet - číslo účtu 238809301,6,210100442,NA,CLEARING SUSPENSE
10.07.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *RH4AK5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK",NA,6981,NA,"Nákup: FACEBK *RH4AK5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK"
09.07.2021,"-181 681,50 CZK",Bezhotovostní platba,,platba za rebranding volebních stanů,308,210100442,NA,platba za rebranding volebních stanů
09.07.2021,"-47 238,18 CZK",Platba převodem uvnitř banky,,platba za samolepky volební kampaň TSS,308,275,NA,"platba za samolepky volební kampaň TSS, Papyrus s.r.o."
09.07.2021,"-87 287,00 CZK",Bezhotovostní platba,,doplatek za tiskovou konferenci 17.6. Brand Institut,308,21210020,NA,doplatek za tiskovou konferenci 17.6. Brand Institut
09.07.2021,"-90 750,00 CZK",Bezhotovostní platba,,platba parlamentní listy Our Media,308,210100128,NA,platba parlamentní listy Our Media
08.07.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *PBAFH5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, částka  20000.00 CZK",NA,6981,NA,"Nákup: FACEBK *PBAFH5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, částka  20000.00 CZK"
05.07.2021,"-12 500,00 CZK",Karetní transakce,,"Nákup: FACEBK *FXJSL5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  12500.00 CZK",NA,6981,NA,"Nákup: FACEBK *FXJSL5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  12500.00 CZK"
05.07.2021,"-9 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *NG5SZ472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, částka  9000.00 CZK",NA,6981,NA,"Nákup: FACEBK *NG5SZ472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, částka  9000.00 CZK"
03.07.2021,"-6 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *SGSBU5BZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  6000.00 CZK",NA,6981,NA,"Nákup: FACEBK *SGSBU5BZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  6000.00 CZK"
02.07.2021,"-4 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *9VP9Y472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  4000.00 CZK",NA,6981,NA,"Nákup: FACEBK *9VP9Y472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  4000.00 CZK"
02.07.2021,"1 250 000,00 CZK",Platba převodem uvnitř banky,Svobodní,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci,NA,71339612,NA,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci
01.07.2021,"-4 356,00 CZK",Platba převodem uvnitř banky,,polep vozu,NA,11210436,NA,Polep vozu Trikolóra OLMK ZMZ
01.07.2021,"-52 500,00 CZK",Bezhotovostní platba,,doplatek za grafické služby,308,2120019,NA,doplatek za grafické služby Brand Institute
01.07.2021,"-30 330,00 CZK",Bezhotovostní platba,,doplatek za kampaň za 05/21,308,21210016,NA,"doplatek za kampaň za 05/21, DPH Brand Institute"
01.07.2021,"-4 200,00 CZK",Bezhotovostní platba,,doplatek za web pravozit.cz,308,21210018,NA,"doplatek za web a jeho tvorbu, DPH Brand Institute"
01.07.2021,"-3 872,00 CZK",Bezhotovostní platba,,platba za letáky Den daňové svobody,308,210350,NA,platba za letáky Den daňové svobody-Středočeský kraj
01.07.2021,"-5 566,00 CZK",Platba převodem uvnitř banky,,letáky den DS Praha,308,22121024,NA,letáky den Daňové svobody Praha
01.07.2021,"-2 490,18 CZK",Bezhotovostní platba,,platba letáky a pultík Ústecký kraj,308,2191281,NA,platba letáky a pultík Ústecký kraj
01.07.2021,"-6 025,80 CZK",Bezhotovostní platba,,letáky 5000ks,308,210100100,NA,letáky 5000ks - Karlovarský Kraj zahájení kampaně
01.07.2021,"-300 000,00 CZK",Bezhotovostní platba,,platba za PR služby a inzerci TSS,308,51210010,NA,platba za PR služby a inzerci Brand Institute 07/21
01.07.2021,"-2 500,00 CZK",Karetní transakce,,"Nákup: FACEBK *SLPR35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  2500.00 CZK",NA,6981,NA,"Nákup: FACEBK *SLPR35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  2500.00 CZK"
01.07.2021,"-1 750,00 CZK",Karetní transakce,,"Nákup: FACEBK *5MJ2Z432W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1750.00 CZK",NA,6981,NA,"Nákup: FACEBK *5MJ2Z432W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1750.00 CZK"
01.07.2021,"-500,00 CZK",Karetní transakce,,"Nákup: FACEBK *25LF35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",NA,6981,NA,"Nákup: FACEBK *25LF35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK"
01.07.2021,"-750,00 CZK",Karetní transakce,,"Nákup: FACEBK *YTCH35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  750.00 CZK",NA,6981,NA,"Nákup: FACEBK *YTCH35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  750.00 CZK"
01.07.2021,"-500,00 CZK",Karetní transakce,,"Nákup: FACEBK *AZGUC4TZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",NA,6981,NA,"Nákup: FACEBK *AZGUC4TZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK"
01.07.2021,"-1 250,00 CZK",Karetní transakce,,"Nákup: FACEBK *AMYZF5KZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1250.00 CZK",NA,6981,NA,"Nákup: FACEBK *AMYZF5KZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1250.00 CZK"
23.06.2021,"-10 527,00 CZK",Bezhotovostní platba,,platba za samolepky volební kampaň TSS,308,51210009,NA,platba samolepek - volební kampaň celá ČR
23.06.2021,"-1 984,00 CZK",Bezhotovostní platba,,platba - koláčky 3k,308,21000626,NA,platba za koláčky - volební kampaň
23.06.2021,"-50 000,00 CZK",Bezhotovostní platba,,produkce události zahájení volební kampaně - záloha,308,51210007,NA,záloha za volební událost - zahájení kampaně do parlamentu ČR 2021
23.06.2021,"-26 862,00 CZK",Platba převodem uvnitř banky,,oboustranné letáky,308,22121022,NA,oboustranné letáky kampaň Celá ČR
23.06.2021,"-18 150,00 CZK",Platba převodem uvnitř banky,,potisk transparentů TSS,308,22121019,NA,Potisk transparentů Coivd 19 tématika Tüsk
18.06.2021,"90 750,00 CZK",Bezhotovostní příjem,AUTOMATICKY VRÁCENO,NEEXISTUJÍCÍ ÚČET 3078630217,6,210100128,0,AUTOMATICKY VRÁCENO
16.06.2021,"-90 750,00 CZK",Bezhotovostní platba,,platba za kampaň  banery Trikolora Svobodní Soukromníci,308,210100128,NA,platba za Banerovou kampaň Parlamentní listy
16.06.2021,"-1 936,00 CZK",Bezhotovostní platba,,platba Letáky - Beroun Trikolora Svobodní Soukromníci,308,210325,NA,Platba za letáky - volební kampaň
16.06.2021,"-300 000,00 CZK",Bezhotovostní platba,,marketingové služby 06/2021,308,51210004,NA,marketingové služby 6/2021 Brand Institute
16.06.2021,"-20 000,00 CZK",Bezhotovostní platba,,platba za tvorbu webových stránek,308,51210005,NA,tvorba webu pro volby 2021 pravozit.cz Brand Institute
16.06.2021,"-251 680,00 CZK",Bezhotovostní platba,,faktura za mediální služby Trikolora Svobodní Soukromníci,308,21001,NA,Faktura za mediální Služby firma _CanMedia
15.06.2021,"1 500 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
15.06.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
09.06.2021,"-36 300,00 CZK",Bezhotovostní platba,,platba za Událost,308,51210001,NA,platba za Událost tisková konference
09.06.2021,"-250 000,00 CZK",Bezhotovostní platba,,"faktura kampaň, sociální sítě, focení",308,51210006,NA,"faktura kampaň, sociální sítě, focení kandidátů"
09.06.2021,"-300 000,00 CZK",Bezhotovostní platba,,Marketingové služby platba,308,51210002,NA,Marketingové služby platba 05/21 Brand Institute
09.06.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
01.06.2021,"-36 361,00 CZK",Okamžitá odchozí platba,,Trikolóra,308,51210003,0,Výroba odznaků (Brand Institut s.r.o.)
01.06.2021,"40 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
06.05.2021,"-12 100,00 CZK",Okamžitá odchozí platba,,Trikolóra,308,20210017,0,Koncept volebního vizuálu (skicovné) (7 Agency ČB s.r.o.)
06.05.2021,"1 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
20.04.2021,"-181 500,00 CZK",Bezhotovostní platba,,Trikolóra,308,210100083,0,Zajištění propagace hnutí dle smlouvy (OUR MEDIA a.s.) 04/2021
20.04.2021,"180 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební účet,NA,NA,NA,Převod prostředků na volební účet
17.03.2021,"-181 500,00 CZK",Bezhotovostní platba,,Trikolóra,308,210100055,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.)
17.03.2021,"72 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,NA,NA,NA,převod na transparentní výdajový účet
24.02.2021,"-18 249,45 CZK",Okamžitá odchozí platba,,Trikolóra pronájem míst pro reklamu kancelář Pardubice,308,9361210198,8,pronájem míst pro reklamu kancelář Pardubice
22.02.2021,"-500,00 CZK",Karetní transakce,,"Nákup: FACEBK *9EY252XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",NA,6981,NA,"Nákup: FACEBK *9EY252XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK"
22.02.2021,"-500,00 CZK",Karetní transakce,,"Nákup: FACEBK *8SGJYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",NA,6981,NA,"Nákup: FACEBK *8SGJYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK"
22.02.2021,"-500,00 CZK",Karetní transakce,,"Nákup: FACEBK *35QGYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",NA,6981,NA,"Nákup: FACEBK *35QGYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK"
17.02.2021,"-181 500,00 CZK",Bezhotovostní platba,,Trikolóra,308,210100032,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.)
17.02.2021,"300 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,NA,NA,NA,převod na transparentní výdajový účet
10.02.2021,"-31 460,00 CZK",Platba převodem uvnitř banky,,Trikolóra,NA,2021006,7,Grafické práce (OLMK) PPJ net s.r.o.)
10.02.2021,"50 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,NA,NA,NA,převod na transparentní výdajový účet
03.02.2021,"-448,00 CZK",Karetní transakce,,"Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, částka  448.00 CZK",NA,6981,NA,"Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, částka  448.00 CZK"
02.02.2021,"5 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,NA,NA,NA,Převod prostředků na volební výdajový účet
22.01.2021,"-181 500,00 CZK",Bezhotovostní platba,,Trikolóra,308,210100008,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.)
22.01.2021,"182 000,00 CZK",Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,NA,NA,NA,převod na transparentní výdajový účet
