datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
12.06.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *ZFNMA5KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *ZFNMA5KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.6.2021, částka  20000.00 CZK"
09.06.2021,"-3 079,00 CZK",Bezhotovostní platba,,"olomoucký, výlep plakátů",308,21030,NA,"olomoucký, výlep plakátů"
09.06.2021,"-17 095,00 CZK",Platba převodem uvnitř banky,,"plzeňský, bannery",308,113314229,NA,"plzeňský, bannery"
09.06.2021,"-9 680,00 CZK",Platba převodem uvnitř banky,,"plzeňský, inzerce v médiích",308,202100600,NA,"plzeňský, inzerce v médiích"
09.06.2021,"-52 066,30 CZK",Bezhotovostní platba,,plakáty A2,308,2021168,NA,plakáty A2
09.06.2021,"-9 680,00 CZK",Platba převodem uvnitř banky,,"olomoucký, reklama v novinách",308,202100649,NA,"olomoucký, reklama v novinách"
09.06.2021,"-3 137,70 CZK",Bezhotovostní platba,,"liberecký, reklama na FB",308,6230918677,NA,"liberecký, reklama na FB"
09.06.2021,"-4 100,00 CZK",Bezhotovostní platba,,"liberecký, náklady na konferenci",308,11,NA,"liberecký, náklady na konferenci"
09.06.2021,"-121 000,00 CZK",Bezhotovostní platba,,"jihočeský, billboardy",308,20210118,NA,"jihočeský, billboardy"
09.06.2021,"-4 511,10 CZK",Bezhotovostní platba,,"jihočeský, roznos novin Česká pošta",308,5190555811,NA,"jihočeský, roznos novin Česká pošta"
09.06.2021,"-29 995,90 CZK",Bezhotovostní platba,,"vysočina, pronájem reklamních ploch",308,21310097,NA,"vysočina, pronájem reklamních ploch"
09.06.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 9.6.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 9.6.2021, částka  15000.00 CZK"
05.06.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *XVDZT4P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *XVDZT4P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.6.2021, částka  20000.00 CZK"
02.06.2021,"-1 250,00 CZK",Platba převodem uvnitř banky,,bezpečnostní služby na kampani,308,2021009,NA,bezpečnostní služby na kampani
02.06.2021,"-2 043,00 CZK",Bezhotovostní platba,,"zlínský, pietní kytice, občerstvení",308,43052,NA,"zlínský, pietní kytice, občerstvení"
02.06.2021,"-1 803,00 CZK",Bezhotovostní platba,,"praha, vlajka ČR",308,73872021,NA,"praha, vlajka ČR"
02.06.2021,"-13 522,00 CZK",Bezhotovostní platba,,"praha, phm",308,311,NA,"praha, phm"
02.06.2021,"-15 856,51 CZK",Bezhotovostní platba,,"jihočeský, roznos novin",308,5102792964,NA,"jihočeský, roznos novin"
02.06.2021,"-3 148,00 CZK",Bezhotovostní platba,,"zlínský, nákup čtecího zařízení",308,210108918,NA,"zlínský, nákup čtecího zařízení"
31.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *GMSRP43AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *GMSRP43AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK"
26.05.2021,"-30 008,00 CZK",Bezhotovostní platba,,"vysočina, pronájem rekl. ploch MHD",308,21320002,NA,"vysočina, pronájem rekl. ploch MHD"
26.05.2021,"-40 000,00 CZK",Bezhotovostní platba,,"vysočina, pronájem rekl. ploch",308,6011160001,NA,"vysočina, pronájem rekl. ploch"
26.05.2021,"-16 335,00 CZK",Bezhotovostní platba,,"vysočina, pronájem billboardů",308,30220465,NA,"vysočina, pronájem billboardů"
26.05.2021,"-960,00 CZK",Bezhotovostní platba,,"zlínský, kytice na pietní akci",308,182021,NA,"zlínský, kytice na pietní akci"
26.05.2021,"-6 040,00 CZK",Bezhotovostní platba,,"liberecký, polep na auto",308,2321,NA,"liberecký, polep na auto"
26.05.2021,"-30 000,00 CZK",Platba převodem uvnitř banky,,banner na webových stránkách,308,12021,NA,banner na webových stránkách
26.05.2021,"-227 238,00 CZK",Bezhotovostní platba,,"reklamní materiály, plakáty",308,4212100902,NA,"reklamní materiály, plakáty"
26.05.2021,"-695 750,00 CZK",Bezhotovostní platba,,mediální a on-line kampaň,308,21217019,NA,mediální a on-line kampaň
26.05.2021,"-3 466,50 CZK",Bezhotovostní platba,,"královéhradecký, phm výlep plakátů",308,103,NA,"královéhradecký, phm výlep plakátů"
26.05.2021,"-1 754,10 CZK",Bezhotovostní platba,,"královéhradecký, phm výlep plakátů",308,2021000341,NA,"královéhradecký, phm výlep plakátů"
26.05.2021,"-3 228,40 CZK",Bezhotovostní platba,,"královéhradecký, phm výlep plakátů",308,227,NA,"královéhradecký, phm výlep plakátů"
26.05.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
25.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *DJQRT4KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *DJQRT4KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  20000.00 CZK"
24.05.2021,"-17 158,79 CZK",Karetní transakce,,"Nákup: FACEBK *U95FU23272,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.5.2021, částka  17158.79 CZK",NA,3344,NA,"Nákup: FACEBK *U95FU23272,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.5.2021, částka  17158.79 CZK"
20.05.2021,"-12 624,60 CZK",Karetní transakce,,"Nákup: FACEBK *M8MQA6X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.5.2021, částka  12624.60 CZK",NA,3344,NA,"Nákup: FACEBK *M8MQA6X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.5.2021, částka  12624.60 CZK"
18.05.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK"
17.05.2021,"2 222,00 CZK",Bezhotovostní příjem,UHRICKOVA MONIKA,Platba zpet,NA,0,NA,UHRICKOVA MONIKA
17.05.2021,"-839,64 CZK",Karetní transakce,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.5.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.5.2021, částka  39.00 USD"
15.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *VZ99C6TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *VZ99C6TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  20000.00 CZK"
13.05.2021,"-3 000 000,00 CZK",Bezhotovostní platba,,tisk a distribuce volebních novin,308,21001,NA,tisk a distribuce volebních novin
13.05.2021,"-1 162,00 CZK",Bezhotovostní platba,,"středočeský, výlep plakátů",308,5793285,NA,"středočeský, výlep plakátů"
13.05.2021,"-2 222,00 CZK",Bezhotovostní platba,,"zlínský, kytice na pietní akci",308,5676685,NA,"zlínský, kytice na pietní akci"
13.05.2021,"-728,60 CZK",Bezhotovostní platba,,"zlínský, phm, lepidlo",308,4524,NA,"zlínský, phm, lepidlo"
13.05.2021,"-18 150,00 CZK",Platba převodem uvnitř banky,,"ústecký, reklamní plochy, plakáty",308,202107,NA,"ústecký, reklamní plochy, plakáty"
13.05.2021,"-436,00 CZK",Bezhotovostní platba,,"zlínský, plakátování",308,82021,NA,"zlínský, plakátování"
13.05.2021,"-2 692 870,00 CZK",Bezhotovostní platba,,výroba audiovizuálního díla,308,202121006,NA,výroba audiovizuálního díla
13.05.2021,"6 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
10.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *RVDBB57AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *RVDBB57AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.5.2021, částka  20000.00 CZK"
05.05.2021,"-2 222,00 CZK",Bezhotovostní platba,,"zlínský, kytice na pietní akci",308,133357,NA,"zlínský, kytice na pietní akci"
05.05.2021,"-6 534,00 CZK",Platba převodem uvnitř banky,,"jihomoravský, distribuce novin",308,21100058,NA,"jihomoravský, distribuce novin"
05.05.2021,"-2 896,74 CZK",Bezhotovostní platba,,"plzeňský, PR článek v Denik.cz",308,2117009098,NA,"plzeňský, PR článek v Denik.cz"
05.05.2021,"-1 209,30 CZK",Platba převodem uvnitř banky,,"plzeňský, phm na výlep plakátů",308,202,NA,"plzeňský, phm na výlep plakátů"
05.05.2021,"-184,00 CZK",Platba převodem uvnitř banky,,"plzeňský, sprej na výlep plakátů",308,6950231,NA,"plzeňský, sprej na výlep plakátů"
05.05.2021,"-1 680,00 CZK",Bezhotovostní platba,,"plzeňský, výlep plakátů",308,2021003,NA,"plzeňský, výlep plakátů"
05.05.2021,"-2 940,00 CZK",Bezhotovostní platba,,"plzeňský, lepidla pro výlep",308,1147,NA,"plzeňský, lepidla pro výlep"
05.05.2021,"-1 129,00 CZK",Platba převodem uvnitř banky,,"plzeňský, smuteční věnce",308,969,NA,"plzeňský, smuteční věnce"
05.05.2021,"-3 938,00 CZK",Bezhotovostní platba,,"moravskoslezský, potisk logo SPD",308,1421,NA,"moravskoslezský, potisk logo SPD"
05.05.2021,"-2 150,00 CZK",Bezhotovostní platba,,"moravskoslezský, plakáty A5",308,1021,NA,"moravskoslezský, plakáty A5"
05.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *YAWHF4PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *YAWHF4PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.5.2021, částka  20000.00 CZK"
03.05.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 2.5.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 2.5.2021, částka  15000.00 CZK"
01.05.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *WZBFY5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.4.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *WZBFY5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.4.2021, částka  20000.00 CZK"
24.04.2021,"-19 997,74 CZK",Karetní transakce,,"Nákup: FACEBK *6FTYS5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  19997.74 CZK",NA,3344,NA,"Nákup: FACEBK *6FTYS5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  19997.74 CZK"
24.04.2021,"-18 455,71 CZK",Karetní transakce,,"Nákup: FACEBK *ENFLVZ2Z62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  18455.71 CZK",NA,3344,NA,"Nákup: FACEBK *ENFLVZ2Z62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  18455.71 CZK"
23.04.2021,"500 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
21.04.2021,"-22 022,00 CZK",Bezhotovostní platba,,"ústecký, výlepní plocha",308,2021058,NA,"ústecký, výlepní plocha"
21.04.2021,"-3 622,00 CZK",Bezhotovostní platba,,"olomoucký, výlep plakátů",308,21016,NA,"olomoucký, výlep plakátů"
21.04.2021,"-2 590,50 CZK",Bezhotovostní platba,,"zlínský, phm výlep plakátů",308,158,NA,"zlínský, phm výlep plakátů"
21.04.2021,"-153,00 CZK",Bezhotovostní platba,,"zlínský, materiál k výlepu plakátů",308,23,NA,"zlínský, materiál k výlepu plakátů"
21.04.2021,"-1 200,00 CZK",Bezhotovostní platba,,"zlínský, phm výlep plakátů",308,2231,NA,"zlínský, phm výlep plakátů"
21.04.2021,"-1 391 500,00 CZK",Bezhotovostní platba,,mediální a on-line kampaň,308,21217016,NA,mediální a on-line kampaň
21.04.2021,"-226 270,00 CZK",Bezhotovostní platba,,návrh a realizace logomanuálu,308,21217011,NA,návrh a realizace logomanuálu
21.04.2021,"-52 066,30 CZK",Bezhotovostní platba,,plakáty A2,308,2021050,NA,plakáty A2
21.04.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
20.04.2021,"-6 068,36 CZK",Karetní transakce,,"Nákup: FACEBK *CL6JG5X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.4.2021, částka  6068.36 CZK",NA,3344,NA,"Nákup: FACEBK *CL6JG5X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.4.2021, částka  6068.36 CZK"
19.04.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *2K67M33AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *2K67M33AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK"
16.04.2021,"-868,05 CZK",Karetní transakce,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.4.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.4.2021, částka  39.00 USD"
16.04.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  15000.00 CZK"
14.04.2021,"-1 028 500,00 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,310210027,NA,pronájem reklamních panelů
14.04.2021,"1 500 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
14.04.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *VLE4B5X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.4.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *VLE4B5X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.4.2021, částka  20000.00 CZK"
08.04.2021,"-49 065,50 CZK",Bezhotovostní platba,,plakáty A2,308,2021003,NA,plakáty A2
08.04.2021,"-84 700,00 CZK",Bezhotovostní platba,,"plakáty, instalace",308,4212100567,NA,"plakáty, instalace"
08.04.2021,"-605 000,00 CZK",Bezhotovostní platba,,pronájem reklamních panelů,308,4202102217,NA,pronájem reklamních panelů
07.04.2021,"1 000 000,00 CZK",Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,NA,NA,NA,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
07.04.2021,"-43 560,00 CZK",Bezhotovostní platba,,plakáty,308,4212100565,NA,plakáty
07.04.2021,"-19 965,00 CZK",Bezhotovostní platba,,grafické práce,308,21217012,NA,grafické práce
07.04.2021,"-133 100,00 CZK",Bezhotovostní platba,,zpracování a návrhy billboardů,308,21217010,NA,zpracování a návrhy billboardů
07.04.2021,"-1 161,60 CZK",Bezhotovostní platba,,"moravskoslezský, pronájem vitríny",308,202100203,NA,"moravskoslezský, pronájem vitríny"
06.04.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *3WKBQ3PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.4.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *3WKBQ3PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 6.4.2021, částka  20000.00 CZK"
31.03.2021,"-40 852,02 CZK",Bezhotovostní platba,,"jihomoravský, billboardy",308,4202101731,NA,"jihomoravský, billboardy"
31.03.2021,"-5 023,00 CZK",Bezhotovostní platba,,"olomoucký, výlep plakátů",308,21014,NA,"olomoucký, výlep plakátů"
31.03.2021,"-3 581,60 CZK",Bezhotovostní platba,,"jihomoravský, city board",308,212900014,NA,"jihomoravský, city board"
31.03.2021,"-157 300,00 CZK",Bezhotovostní platba,,distribuce a dotisk novin,308,2117020,NA,distribuce a dotisk novin
30.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *9LZ7W4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *9LZ7W4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.3.2021, částka  20000.00 CZK"
27.03.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.3.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.3.2021, částka  15000.00 CZK"
25.03.2021,"-20 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *8KCDX2P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.3.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *8KCDX2P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.3.2021, částka  20000.00 CZK"
24.03.2021,"-1 290,50 CZK",Bezhotovostní platba,,"zlínský, výlep plakátů",308,155,NA,"zlínský, výlep plakátů"
24.03.2021,"-18 150,00 CZK",Bezhotovostní platba,,"praha, roznos novin",308,21018,NA,"praha, roznos novin"
